0.01	6.59516361160739	4.396775741071593
3.01	6.639302912197907	4.426201941465271
6.01	6.636788911384247	4.424525940922831
9.01	6.696952296306908	4.464634864204605
12.01	6.759031168579987	4.506020779053324
15.01	6.837417364923745	4.558278243282496
18.01	6.940706547221346	4.627137698147564
21.01	7.035378145360816	4.69025209690721
24.01	7.144567383746763	4.7630449224978415
27.01	7.242414943271847	4.828276628847898
30.01	7.340467670922619	4.893645113948413
33.01	7.4302708589105375	4.953513905940358
36.01	7.513782515929565	5.009188343953043
39.01	7.590925754186076	5.060617169457384
42.01	7.6609773606494525	5.107318240432968
45.01	7.725452806711306	5.15030187114087
48.01	7.783941746119986	5.189294497413323
51.01	7.837530685823163	5.225020457215441
54.01	7.886377828518034	5.2575852190120225
57.01	7.931079505225009	5.287386336816672
60.01	7.97203708940307	5.31469139293538
63.01	8.009593481616452	5.3397289877443015
66.01	8.04414144983261	5.362760966555073
69.01	8.075955689346515	5.383970459564343
72.01	8.105321407062469	5.403547604708312
75.01	8.132482194761982	5.421654796507988
78.01	8.157649143593048	5.438432762395365
81.01	8.181017847920254	5.454011898613502
84.01	8.202756719877073	5.468504479918048
87.01	8.223017408038208	5.482011605358805
90.01	8.241935050508566	5.49462336700571
93.01	8.259629630249906	5.506419753499937
96.01	8.27620837684376	5.517472251229173
99.01	8.291767323450404	5.527844882300269
102.01	8.306392535689731	5.537595023793154
105.01	8.32016111648429	5.546774077656193
108.01	8.333142443126864	5.555428295417909
111.01	8.345398995842327	5.563599330561551
114.01	8.356987171329177	5.571324780886117
117.01	8.367957949566858	5.578638633044571
120.01	8.378357532836322	5.585571688557548
123.01	8.388227720061597	5.5921518133743975
126.01	8.397606604179188	5.598404402786125
129.01	8.406528727830679	5.604352485220453
132.01	8.415025724402863	5.610017149601909
135.01	8.423126379254846	5.615417586169897
138.01	8.4308570672296	5.620571378153066
141.01	8.43824188733667	5.625494591557779
144.01	8.445303072220092	5.630202048146728
147.01	8.452060887381638	5.634707258254425
150.01	8.458534108098412	5.639022738732274
153.01	8.464739982409816	5.64315998827321
156.01	8.470694394794496	5.6471295965296635
159.01	8.476412044857346	5.65094136323823
162.01	8.481906600566347	5.654604400377565
165.01	8.487190617708068	5.658127078472045
168.01	8.49227576066562	5.66151717377708
171.01	8.497172980015236	5.664781986676823
174.01	8.501892309440999	5.667928206293999
177.01	8.506443141315774	5.670962094210516
180.01	8.510834229675789	5.673889486450525
183.01	8.515073740604574	5.676715827069716
186.01	8.51916930289731	5.67944620193154
189.01	8.523128041456697	5.682085360971131
192.01	8.526956629400756	5.6846377529338366
195.01	8.530661316879977	5.687107544586651
198.01	8.534247964359198	5.689498642906131
